postid,pagename,platform,year,month,day,type,url,timestamp,sdg,sdgrelev,sdgcat,abstractmes,message_clean
A8380,Chipotle Mexican Grill,Instagram,2020,5,5,IGTV,https://www.instagram.com/tv/B_0ZXkAD3mU/,2/5/2021 2:35,0,1,,,"Happy Cinco! Here we show you how to make our house marg recipe and four fun variations.
 
 Chipotle House Marg
 - 3oz Silver Tequila
 - 1oz Triple Sec
 - 4oz Lime Juice
 - 1oz Agave Syrup
 
 Spicy Marg
 - Serrano Peppers for muddling
 - 1 pepper, sliced
 
 Hibiscus Marg
 - Dried Hibiscus Flowers or Hibiscus Tea Bags, Agave Syrup
 - 1 cup light Agave - 1/2 cup Water - 1/4 cup dried Hibiscus or 6 Hibiscus tea bags
 
 Frozen Pineapple Marg
 - 1 cup Frozen Pineapple Chunks
 - 1 cup Ice
 - 2oz Tequila Reposado
 - 1.5oz Pineapple Liqueur
 - 2oz Lime Juice
 
 Paloma
 - 2oz Silver Tequila
 - 2oz Grapefruit Juice
 - 1oz Lime Juice
 - Top with Soda (either Grapefruit Soda, Grapefruit flavored Sparkling Water, or just Club Soda)"
A2030,Audi USA,Facebook,2020,3,14,Photo,https://www.facebook.com/audi/posts/10156755315721470,3/15/2021 1:57,0,1,,,"Some people think manual labor is exhausting, others say itâ€™s exhilarating. #40YearsOfquattro"
A40094,Pepsi,Facebook,2019,9,5,Native Video,https://www.facebook.com/PepsiUS/posts/10157918993389050,2/10/2021 11:26,0,1,,,"Fall Football is BACK and it's time to #AlwaysBeCelebrating with your team, your friends, and your Pepsi!"
A40134,Pepsi,Instagram,2019,9,29,Video,https://www.instagram.com/p/B3AntwDn-wS/,3/1/2021 9:08,0,1,,,Tired: Apple Picking
 Wired: Pepsi Picking
A9691,Coca-Cola,Instagram,2019,11,8,Photo,https://www.instagram.com/p/B4nJSRynsYx/,3/4/2021 7:37,0,1,,,Zoom to see whatâ€™s coming 11.13.
A40095,Pepsi,Facebook,2019,9,6,Native Video,https://www.facebook.com/PepsiUS/posts/10157921555384050,3/1/2021 8:06,0,1,,,"We're 99% sure the game won't start without us. Buy 2, Save $2 on Pepsi and Frito-Lay using DG Digital Coupons, expires 9/22"
A18366,Estee Lauder,Facebook,2020,8,7,Photo,https://www.facebook.com/EsteeLauder/posts/10159872071772619,2/15/2021 6:38,0,1,,,1 bottle to better skin. Believe the NEW #AdvancedNightRepair hype: âœ¨88% said their skinâ€™s texture looked more REFINED* âœ¨89% said their skin felt FIRMER* âœ¨90% said their skin felt FORTIFIED* Shop now: 
A7877,Chase,Facebook,2020,6,1,Native Video,https://www.facebook.com/chase/posts/4539133469445908,3/4/2021 3:24,0,1,,,Did you know: Chase Sapphire cardmembers now have a new way to redeem points. Click here for more details on using Pay Yourself Backâ„  on eligible purchases or log into your Ultimate RewardsÂ® account: 
A6729,Cartier,Facebook,2020,3,26,Native Video,https://www.facebook.com/cartier.usa/posts/1603176293192939,2/10/2021 5:29,0,1,,,The silhouette of the season. Guirlande de Cartier.
A40077,PayPal,Facebook,2020,8,4,Native Video,https://www.facebook.com/PayPalUSA/posts/10160090598369573,3/2/2021 12:56,0,1,,,Does a friend still owe you money for brunch? Make collecting money easy by sending them your PayPal.Me link. Find out how you can create a PayPal.Me link here. 
A8333,Chipotle Mexican Grill,Facebook,2020,8,31,Link,https://www.facebook.com/chipotle/posts/10158614934439253,2/4/2021 12:00,0,1,,,"Weâ€™re back! Guess the final score of tonightâ€™s San Diego vs. Colorado baseball game and you could win burritos for a year. Hereâ€™s how it works: Place your Chipotle order online before the first pitch @ 6:40pm PT. Enter the final score as your meal name. If you guess correctly you could win burritos for a year. NoPurch or Order Nec. Open to legal US residents 13+. Drawing each Monday between 8/31 and 9/28/2020; 10 winners/Drawing. â€œFree Burritos for a Yearâ€ means 52 Chipotle Rewards credits good for 1 free burrito entrÃ©e per week for a year. Sponsor: CMG Strategy Co., LLC. See Official Rules for full details chip.tl/fdm:=:"
A18370,Estee Lauder,Facebook,2020,8,21,Photo,https://www.facebook.com/EsteeLauder/posts/10159912808307619,2/15/2021 6:39,0,1,,,"Summer may be coming to an end, but that doesnâ€™t mean thereâ€™s not still time for one last hoorah! â˜€ï¸ Experience our newest Gift with Purchase filled with all of your skincare and makeup go-toâ€™s in one fierce cosmetic bag. Shop now before itâ€™s gone: "
A6718,Cartier,Facebook,2020,2,12,Link,https://www.facebook.com/cartier.usa/posts/1562945533882682,2/10/2021 5:19,0,1,,,#HowFarWouldYouGoForLove. Seal the moment; never look back. #Cartier bit.ly/2vU22eP:=:
A18281,Estee Lauder,Facebook,2019,11,11,Photo,https://www.facebook.com/EsteeLauder/posts/10158907900452619,2/15/2021 11:09,0,1,,,"Happy 11/11! Receive a free 6-piece set (worth up to $155) with any purchase of $100 (T&Cs apply, while supplies last). Shop now before itâ€™s gone: "
A2077,Audi USA,Facebook,2020,9,2,Native Video,https://www.facebook.com/audi/posts/10157230492646470,3/15/2021 2:18,0,1,,,"America, home of the red, white, and now Nogaro Blue. The all-new 2021 RS 6 Avant and Tribute Edition are now here. #WeHaveAvants audi.us/RS6TributeEdition:=:"
A2051,Audi USA,Facebook,2020,5,7,Photo,https://www.facebook.com/audi/posts/10156932885391470,3/15/2021 2:06,0,1,,,No blind spots invited to the road trip. #AITRAIL #Concept
A7786,Chase,Facebook,2020,2,13,Native Video,https://www.facebook.com/chase/posts/4124571330902126,3/3/2021 8:34,0,1,,,"From chocolates to engagement rings, #ValentinesDay has a big impact on consumer spendingâ€”with 65% of people saying they'll spend $30 or more. Watch our Facebook Story as we break down the numbers on one of the most popular days of the year."
A18298,Estee Lauder,Facebook,2019,12,16,Photo,https://www.facebook.com/EsteeLauder/posts/10159028623357619,2/15/2021 11:16,0,1,,,"A pink lip, a berry lip, and a red lip make an appearance at a holiday party. Which #PureColorEnvy Lipstick are you most likely to be seen in? #EsteeWishlist "
A52491,Tide,Facebook,2019,9,8,Native Video,https://www.facebook.com/Tide/posts/10156722733148231,3/4/2021 11:50,0,1,,,"Well, this is awkward...still plenty of other nights that can be #LaundryNight, right?"
A18236,Estee Lauder,Facebook,2019,9,10,Photo,https://www.facebook.com/EsteeLauder/posts/10158706165127619,2/5/2021 1:09,0,1,,,The one skincare step you should never skip before hitting the sheets? Apply Advanced Night Repair Face Serum over face + neck and wake up to glowing skin by morning: 
A18351,Estee Lauder,Facebook,2020,3,13,Photo,https://www.facebook.com/EsteeLauder/posts/10159330586417619,2/15/2021 2:34,0,1,,,"Your skin never sleepsâ€“ this #WorldSleepDay, discover the Power of Night with our No.1 nightly repair serum, #AdvancedNightRepair: "
A40065,PayPal,Facebook,2020,6,25,Photo,https://www.facebook.com/PayPalUSA/posts/10159972328294573,3/2/2021 12:42,0,1,,,76% of PayPal invoices are paid within one day*. Simply send an invoice and get paid. Find out how here. 
A8386,Chipotle Mexican Grill,Instagram,2020,5,28,Photo,https://www.instagram.com/p/CAvjYKzj6sh/,2/5/2021 2:42,0,1,,,"A nice, strong name."
A40127,Pepsi,Instagram,2019,9,2,Photo,https://www.instagram.com/p/B16kzGmHdd6/,3/1/2021 9:04,0,1,,,Trying to get our lives in order before the end of the summer.
A18305,Estee Lauder,Facebook,2019,12,27,Photo,https://www.facebook.com/EsteeLauder/posts/10159065950337619,2/15/2021 11:19,0,1,,,Tried and true: our #AdvancedNightRepair and our #DoubleWear Stay-in-Place Foundation are two of our best-selling products for a reason. Discover more now: 
A40191,Pepsi,Instagram,2020,9,30,Photo,https://www.instagram.com/p/CFw9Uv6AfqV/,3/1/2021 9:51,0,1,,,"September felt like a celeb meet and greet: you want it to last forever, but it goes by in 10 seconds."
A6676,CarMax,Instagram,2020,8,17,Video,https://www.instagram.com/p/CEAJLucl1-X/,2/5/2021 11:42,0,1,,,"What separates two of the best-selling sedans in America, the Honda Accord and the Civic? Watch the full video in our bio to find out. #hondaaccord #hondacivic #honda #hondanation #hondalove"
A6760,Cartier,Facebook,2020,9,8,Native Video,https://www.facebook.com/cartier.usa/posts/1751543925022841,2/10/2021 5:48,0,1,,,â€œIâ€™m an actor just trying to set the best example I can as a human being to offer a sense of hope and the idea that we can achieve our dreams.â€ Rami Malek #PashadeCartier #MakeYourOwnPath #GenerationPasha ms.spr.ly/6000TsuZg:=:
A1972,Audi USA,Facebook,2019,10,14,Native Video,https://www.facebook.com/audi/posts/10156360258626470,3/8/2021 3:43,0,1,,,Back by *extremely* popular demand. The #AudiA6allroad. audi.us/AudiA6allroad:=:
A6734,Cartier,Facebook,2020,4,23,Native Video,https://www.facebook.com/cartier.usa/posts/1629830477194187,2/10/2021 5:32,0,1,,,"L'OdyssÃ©e de Cartier, a digital series diving into the heart of the Maison's style and influences. Discover Chapter 4, which explores Cartier's relationship with the Persian gulf and Islamic arts."
A1976,Audi USA,Facebook,2019,10,26,Photo,https://www.facebook.com/audi/posts/10156364118026470,3/8/2021 3:45,0,1,,,Flight suit not required. #AudiRS5 #SpeedGoals
A18329,Estee Lauder,Facebook,2020,2,5,Photo,https://www.facebook.com/EsteeLauder/posts/10159203710067619,2/15/2021 11:35,0,1,,,"The first AERIN hair mist has arrived! A light scent that reveals a delicate trail of Geranium, Narcisse, Pink Pepper, and Winter Lemon wherever you go. Spray directly on hair to help nourish and condition. Shop now: "
A27377,IBM,Instagram,2020,1,15,Photo,https://www.instagram.com/p/B7WPp2GgQb3/,3/1/2021 1:14,0,1,,,"As colorful as it is powerful, our IBM Cloud data center in Dallas, Texas is just 1 of 60 locations that provides performance, control, and scalability for workloads. Tested and trusted, our public cloud is the most open and secure solution for business. Click the link in our profile to learn more."
A1960,Audi USA,Facebook,2019,9,12,Native Video,https://www.facebook.com/audi/posts/10156261557966470,3/8/2021 3:35,0,1,,,Moves mountains (metaphorically speaking). #ThatQ3Life
A8358,Chipotle Mexican Grill,Instagram,2020,3,2,Photo,https://www.instagram.com/p/B9PUYh9pMqf/,2/5/2021 2:19,0,1,,,"Look, itâ€™s a good order."
A2008,Audi USA,Facebook,2020,1,6,Photo,https://www.facebook.com/audi/posts/10156582719901470,3/15/2021 1:46,0,1,,,All-wheel steering all winter long. #AudiQ8 #EuroSpec
A26180,Huawei Mobile,Facebook,2019,9,10,Photo,https://www.facebook.com/HuaweimobileUS/posts/2463004007072301,2/15/2021 7:31,0,1,,,"An ultra-slim notebook that also has all the ports you need. At only 0.57 inch thin, the MateBook X Pro has a 3.5mm stereo headset jack, a USB-A port, and two USB-C ports with one supporting Thunderbolt 3 for a 4K display or external graphics card. Limited 2018 quantities remain. Click on â€œFind in Storeâ€ to check availability: "
A18380,Estee Lauder,Facebook,2020,10,2,Photo,https://www.facebook.com/EsteeLauder/posts/10160031047267619,2/15/2021 6:49,0,1,,,"Start fall off right with this standout cosmetic bag filled with your skincare and makeup favorites, available while supplies last! Shop now: "
A7806,Chase,Facebook,2020,3,22,Native Video,https://www.facebook.com/chase/posts/4257504947608763,3/3/2021 8:55,0,1,,,Need to replace your Chase card? Weâ€™ve got you covered. You can request a new one right in the Chase MobileÂ® app. Watch the video to see how and click here for more tips: 
A8412,Chipotle Mexican Grill,Instagram,2020,8,18,Video,https://www.instagram.com/p/CEC_QVBDLMr/,2/5/2021 3:20,0,1,,,Just playin w/ @pablo.rochat
A1991,Audi USA,Facebook,2019,12,4,Photo,https://www.facebook.com/audi/posts/10156474339981470,3/15/2021 1:36,0,1,,,Four of a kind. #AudiA7
A40071,PayPal,Facebook,2020,7,10,Native Video,https://www.facebook.com/PayPalUSA/posts/10160019667084573,3/2/2021 12:51,0,1,,,"Juggling too many things? PayPal allows you to shop, send money, and keep your accounts in one handy place. Find out how you can get the most out of PayPal here. "
A52524,Tide,Facebook,2020,5,1,Photo,https://www.facebook.com/Tide/posts/10157420855498231,3/4/2021 12:08,0,1,,,For a limited time Tide One Wash Miracle is available with free shipping. The dual chamber formula gives clothes a deep clean and eliminates even the toughest odors like pet smells and musty towel odor. Order online. 
A7794,Chase,Facebook,2020,2,26,Native Video,https://www.facebook.com/chase/posts/4168155883210337,3/3/2021 8:45,0,1,,,"Need to replace a lost or damaged debit or credit card? You can request a new one from your Chase MobileÂ® app. Watch this video to see how, then check out some other ways to help you make the most of the app here: "
A6609,CarMax,Facebook,2019,11,28,Photo,https://www.facebook.com/CarMax/posts/10156931860921194,2/5/2021 10:59,0,1,,,Happy Thanksgiving from our family to yours!
A6756,Cartier,Facebook,2020,8,12,Photo,https://www.facebook.com/cartier.usa/posts/1717700981740469,2/10/2021 5:44,0,1,,,"At the height of summer, Cartier classics shine brighter. #CartierSummer #JusteUnClou ms.spr.ly/6004TWhuE:=:"
A7908,Chase,Facebook,2020,7,28,Native Video,https://www.facebook.com/chase/posts/4809892999036619,3/4/2021 3:45,0,1,,,Have you tried our budget builder? Itâ€™s a helpful tool in determining how much money you have available to spend vs. how much money you want to spend â€“ which can help you prioritize your money decisions. Swipe up on our Facebook Story to try it out and start building your monthly budget.
A2072,Audi USA,Facebook,2020,8,19,Native Video,https://www.facebook.com/audi/posts/10157199387101470,3/15/2021 2:16,0,1,,,Their goals are our goals. Proudly supporting the MLS champions of tomorrow.
A9725,Coca-Cola,Instagram,2020,2,13,Photo,https://www.instagram.com/p/B8g_cy8g7ni/,3/4/2021 7:50,0,1,,,And to every #friend we #share them with. ðŸ¤—
A18238,Estee Lauder,Facebook,2019,9,14,Native Video,https://www.facebook.com/EsteeLauder/posts/10158717499307619,2/5/2021 1:21,0,1,,,"Introducing the Pure Color Envy Rebellious Rose Collection: Inspired by our original girl boss, EstÃ©e Lauder, who was relentless in pursuit of her dreams. Channel your inner Rebellious Rose and explore our new collection now: "
A7778,Chase,Facebook,2020,1,31,Native Video,https://www.facebook.com/chase/posts/4080708908621702,3/3/2021 6:43,0,1,,,"Did you know that JPMorgan Chase didn't actually start as a bank? In 1799, it was known as The Manhattan Company and provided clean water to #NYC's Lower Manhattan region. That's just a part of our history that spans over 220 years and our archivists have explored it allâ€”from funding great innovations to pioneering the ATM. Watch our Facebook Story to learn more and get a peek behind the scenes."
A18303,Estee Lauder,Facebook,2019,12,22,Native Video,https://www.facebook.com/EsteeLauder/posts/10159048554867619,2/15/2021 11:18,0,1,,,"Welcome #Capricorn season! You are ambitious, disciplined and quite humorous! Shop our #Zodiac compacts to gift your favorite #Capricorn here: "
A40152,Pepsi,Instagram,2019,12,13,Video,https://www.instagram.com/p/B6A_Y_pnRz9/,3/1/2021 9:17,0,1,,,Bringing families together one cheesy holiday movie at a time.
A52539,Tide,Instagram,2019,9,15,IGTV,https://www.instagram.com/tv/B2dKBJDAjXP/,3/4/2021 12:20,0,1,,,Apparently @kenanthompson is pretty passionate about #LaundryNight....or nasty pants.
A6691,Cartier,Facebook,2019,10,15,Native Video,https://www.facebook.com/cartier.usa/posts/506430063484114,2/10/2021 5:05,0,1,,,The return of an original. Cartier brings back one of the first designs of the Maison from 1906: The Tonneau.
A40145,Pepsi,Instagram,2019,11,2,Video,https://www.instagram.com/p/B4XnForH8jf/,3/1/2021 9:14,0,1,,,YSK the tropical hints of the Pepsi Mango accentuate the sea-faring flavor of the coconut shrimp.
A52563,Tide,Instagram,2020,5,8,Video,https://www.instagram.com/p/B_8MwogBTH8/,3/4/2021 12:32,0,1,,,Missing the gym? Home workouts you can do with just a bottle of Tide from your own home. Show us your #TideTraining routine
A18273,Estee Lauder,Facebook,2019,10,30,Native Video,https://www.facebook.com/EsteeLauder/posts/10158865217447619,2/15/2021 11:06,0,1,,,"This #Halloween, donâ€™t bat an eye because weâ€™ve got you covered with 24-hour staying power. "
A18293,Estee Lauder,Facebook,2019,12,6,Photo,https://www.facebook.com/EsteeLauder/posts/10158993742672619,2/15/2021 11:13,0,1,,,"Belle of the ball! Which fragrance made it onto your #EsteeWishlist this holiday season? Beautiful Belleâ€“ a soft, floral oriental fragrance or Beautiful Belle Loveâ€“ a sweet, oriental gourmand. Shop all fragrances here: "
